"meta_id","config","t","rect","imct"
41,315,47,1.41924765558e-05,
41,315,48,1.48090693983e-05,
41,315,49,1.58089242177e-05,
41,315,50,1.70987023012e-05,
41,315,51,1.86176639545e-05,
41,315,52,2.06199620152e-05,
41,315,53,2.3018938009e-05,
41,315,54,2.54100723396e-05,
41,315,55,2.77125309367e-05,
41,315,56,3.04354107357e-05,
41,315,57,3.22757878166e-05,
41,315,58,3.37644160027e-05,
41,315,59,3.63396757166e-05,
41,315,60,3.91112444049e-05,
41,315,61,4.17101291532e-05,
41,315,62,4.43180651928e-05,
41,315,63,5.10584832227e-05,
41,320,0,4.04274178436e-05,
41,320,1,4.37580929429e-05,
41,320,2,3.71303358406e-05,
41,320,3,3.35461991199e-05,
41,320,4,3.07650007016e-05,
41,320,5,2.78381194221e-05,
41,320,6,2.52978734352e-05,
41,320,7,2.34520703088e-05,
41,320,8,2.19139474211e-05,
41,320,9,2.04446605494e-05,
41,320,10,1.90757800738e-05,
41,320,11,1.77518522833e-05,
41,320,12,1.67632260855e-05,
41,320,13,1.57639424287e-05,
41,320,14,1.46701941048e-05,
41,320,15,1.34447518576e-05,
41,320,16,1.24331018014e-05,
41,320,17,1.15447792268e-05,
41,320,18,1.05337321656e-05,
41,320,19,9.73564146989e-06,
41,320,20,9.27623932512e-06,
41,320,21,8.99639962881e-06,
41,320,22,8.67796825332e-06,
41,320,23,8.32885962154e-06,
41,320,24,7.89075784269e-06,
41,320,25,7.47374542698e-06,
41,320,26,7.16676368029e-06,
41,320,27,6.92016874382e-06,
41,320,28,6.70811277814e-06,
41,320,29,6.58428098177e-06,
41,320,30,6.47434126222e-06,
41,320,31,6.36012737232e-06,
41,320,32,6.35170727037e-06,
41,320,33,6.35730293652e-06,
41,320,34,6.37852053842e-06,
41,320,35,6.42355234959e-06,
41,320,36,6.63918535793e-06,
41,320,37,6.99579095453e-06,
41,320,38,7.35957291909e-06,
41,320,39,7.75157513999e-06,
41,320,40,8.21300363896e-06,
41,320,41,8.6483778432e-06,
41,320,42,9.04483840714e-06,
41,320,43,9.44904604694e-06,
41,320,44,1.00267998278e-05,
41,320,45,1.07858240881e-05,
41,320,46,1.17206445793e-05,
41,320,47,1.27226048789e-05,
41,320,48,1.37884744618e-05,
41,320,49,1.45094600157e-05,
41,320,50,1.52521897689e-05,
41,320,51,1.6216394215e-05,
41,320,52,1.7523752831e-05,
41,320,53,1.89582515304e-05,
41,320,54,2.0512195988e-05,
41,320,55,2.25532221521e-05,
41,320,56,2.44801485678e-05,
41,320,57,2.62858284259e-05,
41,320,58,2.8311749702e-05,
41,320,59,3.01862619381e-05,
41,320,60,3.23231470247e-05,
41,320,61,3.52946590283e-05,
41,320,62,3.86940555472e-05,
41,320,63,4.46115991508e-05,
41,325,0,3.93955742766e-05,
41,325,1,4.42333112005e-05,
41,325,2,3.74409319193e-05,
41,325,3,3.3317191992e-05,
41,325,4,3.03563283524e-05,
41,325,5,2.81952288788e-05,
41,325,6,2.62854973698e-05,
41,325,7,2.43761478487e-05,
41,325,8,2.26356078201e-05,
41,325,9,2.10423295357e-05,
41,325,10,1.95445336431e-05,
41,325,11,1.81035047717e-05,
41,325,12,1.65947185451e-05,
41,325,13,1.5487703422e-05,
41,325,14,1.45769399751e-05,
41,325,15,1.35510263135e-05,
41,325,16,1.2665772374e-05,
41,325,17,1.17171439342e-05,
41,325,18,1.08626582005e-05,
41,325,19,1.00736515378e-05,
41,325,20,9.30282931222e-06,
41,325,21,8.59492865857e-06,
41,325,22,8.13954193291e-06,
41,325,23,7.77326386014e-06,
41,325,24,7.56925146561e-06,
41,325,25,7.49163018554e-06,
41,325,26,7.32890612198e-06,
41,325,27,7.11350867277e-06,
41,325,28,6.90372189638e-06,
41,325,29,6.73619297231e-06,
41,325,30,6.68396251058e-06,
41,325,31,6.65381821818e-06,
41,325,32,6.69794326313e-06,
41,325,33,6.68663915349e-06,
41,325,34,6.77949310557e-06,
41,325,35,6.98678741173e-06,
41,325,36,7.33171373213e-06,
41,325,37,7.55606606617e-06,
41,325,38,7.74094223743e-06,
41,325,39,7.97763186711e-06,
41,325,40,8.3376562543e-06,
41,325,41,8.82888070919e-06,
41,325,42,9.34561194299e-06,
41,325,43,9.82059282251e-06,
41,325,44,1.03447719084e-05,
41,325,45,1.11104054668e-05,
41,325,46,1.19650212582e-05,
41,325,47,1.29127320179e-05,
41,325,48,1.38206814881e-05,
41,325,49,1.45227459143e-05,
41,325,50,1.53853634401e-05,
41,325,51,1.6370031517e-05,
41,325,52,1.76557787199e-05,
41,325,53,1.89109759958e-05,
41,325,54,2.03213548957e-05,
41,325,55,2.16186745092e-05,
41,325,56,2.32493694057e-05,
41,325,57,2.54725182458e-05,
41,325,58,2.77573799394e-05,
41,325,59,3.02434073092e-05,
41,325,60,3.26524786942e-05,
41,325,61,3.49470319634e-05,
41,325,62,3.77155956812e-05,
41,325,63,4.36886002717e-05,
41,330,0,4.08589548897e-05,
41,330,1,4.4694479584e-05,
41,330,2,3.97495132347e-05,
41,330,3,3.8030291762e-05,
41,330,4,3.62274986401e-05,
41,330,5,3.36177909048e-05,
41,330,6,3.02844291582e-05,
41,330,7,2.78060560959e-05,
41,330,8,2.60633096332e-05,
41,330,9,2.4638902687e-05,
41,330,10,2.30693167396e-05,
41,330,11,2.10458038055e-05,
41,330,12,1.9317953047e-05,
41,330,13,1.79213529918e-05,
41,330,14,1.64343637152e-05,
41,330,15,1.50980313265e-05,
41,330,16,1.40487272802e-05,
41,330,17,1.32757450046e-05,
41,330,18,1.26144323076e-05,
41,330,19,1.20580325529e-05,
41,330,20,1.13847090688e-05,
41,330,21,1.0533504792e-05,
41,330,22,9.76524006546e-06,
41,330,23,9.03267664398e-06,
41,330,24,8.30218687042e-06,
41,330,25,7.83552877692e-06,
41,330,26,7.60329203331e-06,
41,330,27,7.43739065001e-06,
41,330,28,7.20989328329e-06,
41,330,29,6.91890318194e-06,
41,330,30,6.76325407767e-06,
41,330,31,6.82536710883e-06,
41,330,32,6.82922336637e-06,
41,330,33,6.8829981501e-06,
41,330,34,6.95327253197e-06,
41,330,35,7.07952813173e-06,
41,330,36,7.30346800992e-06,
41,330,37,7.55605651648e-06,
41,330,38,7.65190634411e-06,
41,330,39,7.67514484323e-06,
41,330,40,7.71709710534e-06,
41,330,41,7.92400078353e-06,
41,330,42,8.38915639179e-06,
41,330,43,9.01590374269e-06,
41,330,44,9.67639698501e-06,
41,330,45,1.02134617919e-05,
41,330,46,1.08959147838e-05,
41,330,47,1.18834213936e-05,
41,330,48,1.27849843921e-05,
41,330,49,1.38021832754e-05,
41,330,50,1.48191511471e-05,
41,330,51,1.61476800713e-05,
41,330,52,1.75385575858e-05,
41,330,53,1.88881476788e-05,
41,330,54,1.98786347028e-05,
41,330,55,2.0922634576e-05,
41,330,56,2.21037262236e-05,
41,330,57,2.36659852817e-05,
41,330,58,2.58840664173e-05,
41,330,59,2.80095719063e-05,
41,330,60,3.02295102301e-05,
41,330,61,3.30639195454e-05,
41,330,62,3.70114103134e-05,
41,330,63,4.32078704762e-05,
41,335,0,4.63266769657e-05,
41,335,1,4.92849176226e-05,
41,335,2,4.16936491092e-05,
41,335,3,3.84139930247e-05,
41,335,4,3.55668744305e-05,
41,335,5,3.25422734022e-05,
41,335,6,2.9625809475e-05,
41,335,7,2.70036107395e-05,
41,335,8,2.50217581197e-05,
41,335,9,2.3445863917e-05,
41,335,10,2.16871831071e-05,
41,335,11,1.98805319087e-05,
41,335,12,1.84690670721e-05,
41,335,13,1.74151773535e-05,
41,335,14,1.65522433235e-05,
41,335,15,1.56022142619e-05,
41,335,16,1.47430837387e-05,
41,335,17,1.39083958857e-05,
41,335,18,1.31851093101e-05,
41,335,19,1.25580227177e-05,
41,335,20,1.18141606436e-05,
41,335,21,1.09471466203e-05,
41,335,22,1.01974810605e-05,
41,335,23,9.44387102209e-06,
41,335,24,8.93217111297e-06,
41,335,25,8.49795924296e-06,
41,335,26,8.10414985608e-06,
41,335,27,7.79293532105e-06,
41,335,28,7.58963460612e-06,
41,335,29,7.43519876778e-06,
41,335,30,7.36939045964e-06,
41,335,31,7.26297867004e-06,
41,335,32,7.22232334738e-06,
41,335,33,7.33789465812e-06,
41,335,34,7.52405458115e-06,
41,335,35,7.76208889874e-06,
41,335,36,7.95961659605e-06,
41,335,37,8.13702990854e-06,
41,335,38,8.37578772916e-06,
41,335,39,8.56849601405e-06,
41,335,40,8.86456200533e-06,
41,335,41,9.09391656023e-06,
41,335,42,9.39094479691e-06,
41,335,43,9.82810252026e-06,
41,335,44,1.04805185401e-05,
41,335,45,1.12318894026e-05,
41,335,46,1.19996875583e-05,
41,335,47,1.26554332383e-05,
41,335,48,1.34179681481e-05,
41,335,49,1.43871429827e-05,
41,335,50,1.5422303477e-05,
41,335,51,1.67720882018e-05,
41,335,52,1.82367657544e-05,
41,335,53,1.93355572264e-05,
41,335,54,2.06441600312e-05,
41,335,55,2.21528662223e-05,
41,335,56,2.40170393226e-05,
41,335,57,2.63967613137e-05,
41,335,58,2.87435559585e-05,
41,335,59,3.10919713229e-05,
41,335,60,3.40450023941e-05,
41,335,61,3.74879964511e-05,
41,335,62,4.16532457166e-05,
41,335,63,4.8487989261e-05,
41,340,0,5.01298927702e-05,
41,340,1,5.34119135409e-05,
41,340,2,4.67978134111e-05,
41,340,3,4.30662003055e-05,
41,340,4,3.89501365134e-05,
41,340,5,3.56792515959e-05,
41,340,6,3.36983503075e-05,
41,340,7,3.14608005283e-05,
41,340,8,2.84645739157e-05,
41,340,9,2.61021832557e-05,
41,340,10,2.44359343924e-05,
41,340,11,2.29779398069e-05,
41,340,12,2.16660610022e-05,
41,340,13,2.04205716727e-05,
41,340,14,1.90859591385e-05,
41,340,15,1.76479006768e-05,
41,340,16,1.63840904861e-05,
41,340,17,1.53975070134e-05,
41,340,18,1.43355182445e-05,
41,340,19,1.33297471621e-05,
41,340,20,1.23813442769e-05,
41,340,21,1.17438348752e-05,
41,340,22,1.12217821879e-05,
41,340,23,1.06173947643e-05,
41,340,24,1.01331497717e-05,
41,340,25,9.84835514828e-06,
41,340,26,9.53934795689e-06,
41,340,27,9.16717635846e-06,
41,340,28,8.87732676347e-06,
41,340,29,8.62385240907e-06,
41,340,30,8.43534598971e-06,
41,340,31,8.26146697364e-06,
41,340,32,8.027946933e-06,
41,340,33,7.9864221334e-06,
41,340,34,8.03169768915e-06,
41,340,35,8.05674699222e-06,
41,340,36,8.14402028482e-06,
41,340,37,8.36840717966e-06,
41,340,38,8.5592519099e-06,
41,340,39,8.93603919394e-06,
41,340,40,9.36924243433e-06,
41,340,41,9.83148038358e-06,
41,340,42,1.03627671706e-05,
41,340,43,1.09014836198e-05,
41,340,44,1.15749962788e-05,
41,340,45,1.2388795767e-05,
41,340,46,1.32896211653e-05,
41,340,47,1.42560529639e-05,
41,340,48,1.53056753334e-05,
41,340,49,1.63234526553e-05,
41,340,50,1.74414017238e-05,
41,340,51,1.87017940334e-05,
41,340,52,2.01032617042e-05,
41,340,53,2.17559772864e-05,
41,340,54,2.37890399148e-05,
41,340,55,2.64957980107e-05,
41,340,56,2.96624257317e-05,
41,340,57,3.31794217345e-05,
41,340,58,3.68661167158e-05,
41,340,59,4.04937563871e-05,
41,340,60,4.33515961049e-05,
41,340,61,4.61945601273e-05,
41,340,62,4.89920021209e-05,
41,340,63,5.4308475228e-05,
41,345,0,4.38587885583e-05,
41,345,1,4.76195818919e-05,
41,345,2,4.28126659244e-05,
41,345,3,4.06163926527e-05,
41,345,4,3.88479420508e-05,
41,345,5,3.64188708772e-05,
41,345,6,3.38390527759e-05,
41,345,7,3.17432968586e-05,
41,345,8,2.84504912997e-05,
41,345,9,2.53505204455e-05,
41,345,10,2.27830187214e-05,
41,345,11,2.06219465326e-05,
41,345,12,1.87177320186e-05,
41,345,13,1.71704650711e-05,
41,345,14,1.57703707373e-05,
41,345,15,1.47555765579e-05,
41,345,16,1.37832939799e-05,
41,345,17,1.25189144455e-05,
41,345,18,1.1439357877e-05,
41,345,19,1.07761297841e-05,
41,345,20,1.0260646377e-05,
41,345,21,9.64814807958e-06,
41,345,22,9.064259757e-06,
41,345,23,8.67221297085e-06,
41,345,24,8.39677977638e-06,
41,345,25,8.13294627733e-06,
41,345,26,7.9228384493e-06,
41,345,27,7.70991027821e-06,
41,345,28,7.49890250518e-06,
41,345,29,7.26843563825e-06,
41,345,30,6.96616552887e-06,
41,345,31,6.78515743857e-06,
41,345,32,6.6947650339e-06,
41,345,33,6.71891348247e-06,
41,345,34,6.81133724356e-06,
41,345,35,7.09368396201e-06,
41,345,36,7.49070750317e-06,
41,345,37,7.78046614869e-06,
41,345,38,7.93793788034e-06,
41,345,39,8.18140688352e-06,
41,345,40,8.48925355967e-06,
41,345,41,8.83132543095e-06,
41,345,42,9.22523031477e-06,
41,345,43,9.63519505603e-06,
41,345,44,9.99928215606e-06,
41,345,45,1.05767358036e-05,
41,345,46,1.13874293675e-05,
41,345,47,1.24039224829e-05,
41,345,48,1.34716547109e-05,
41,345,49,1.45049043567e-05,
41,345,50,1.58086058946e-05,
41,345,51,1.75234454218e-05,
41,345,52,1.91402014025e-05,
41,345,53,2.06863969652e-05,
41,345,54,2.24198374781e-05,
41,345,55,2.43434133154e-05,
41,345,56,2.63051770162e-05,
41,345,57,2.86167760351e-05,
41,345,58,3.1105344533e-05,
41,345,59,3.33254029101e-05,
41,345,60,3.52169990947e-05,
41,345,61,3.73328948626e-05,
41,345,62,4.08144151152e-05,
41,345,63,4.69533697469e-05,
41,350,0,3.14858807542e-05,
41,350,1,3.61111888196e-05,
41,350,2,3.13547134283e-05,
41,350,3,2.92034583254e-05,
41,350,4,2.71213502856e-05,
41,350,5,2.5055342121e-05,
41,350,6,2.28296703426e-05,
41,350,7,2.11573278648e-05,
41,350,8,1.97714962269e-05,
41,350,9,1.82505118573e-05,
41,350,10,1.71871779457e-05,
41,350,11,1.6262221834e-05,
41,350,12,1.53277742356e-05,
41,350,13,1.43683437273e-05,
41,350,14,1.31299993882e-05,
41,350,15,1.21305138236e-05,
41,350,16,1.1128130609e-05,
41,350,17,1.01893820101e-05,
41,350,18,9.50226331042e-06,
41,350,19,8.96857454791e-06,
41,350,20,8.49339721753e-06,
41,350,21,8.02043450676e-06,
41,350,22,7.55936844143e-06,
41,350,23,7.10118911229e-06,
41,350,24,6.71735460855e-06,
41,350,25,6.38363417238e-06,
41,350,26,6.21062145001e-06,
41,350,27,6.09248672845e-06,
41,350,28,5.93931554249e-06,
41,350,29,5.82573193242e-06,
41,350,30,5.75747571929e-06,
41,350,31,5.74543810217e-06,
41,350,32,5.75456215302e-06,
41,350,33,5.74361183681e-06,
41,350,34,5.80812456974e-06,
41,350,35,5.9278650042e-06,
41,350,36,6.06600997344e-06,
41,350,37,6.25790335107e-06,
41,350,38,6.45170575808e-06,
41,350,39,6.62719457978e-06,
41,350,40,6.90124215907e-06,
41,350,41,7.15566784493e-06,
41,350,42,7.51425113776e-06,
41,350,43,8.01873920864e-06,
41,350,44,8.56135829963e-06,
41,350,45,9.16423687158e-06,
41,350,46,9.72167526925e-06,
41,350,47,1.0378828847e-05,
41,350,48,1.10522260002e-05,
41,350,49,1.17119807328e-05,
41,350,50,1.26897457449e-05,
41,350,51,1.40353104143e-05,
41,350,52,1.53220989887e-05,
41,350,53,1.64411194419e-05,
41,350,54,1.74040887941e-05,
41,350,55,1.84221989912e-05,
41,350,56,1.97228710022e-05,
41,350,57,2.12334853131e-05,
41,350,58,2.32319089264e-05,
41,350,59,2.52222162089e-05,
41,350,60,2.66014449153e-05,
41,350,61,2.8157597626e-05,
41,350,62,3.03126380459e-05,
41,350,63,3.58455436071e-05,
41,355,0,5.32841622771e-05,
41,355,1,5.65450318391e-05,
41,355,2,4.89639351144e-05,
41,355,3,4.49249346275e-05,
41,355,4,4.06258077419e-05,
41,355,5,3.70281813957e-05,
41,355,6,3.36870289175e-05,
41,355,7,3.13081909553e-05,
41,355,8,2.92803651973e-05,
41,355,9,2.70439904853e-05,
41,355,10,2.53916896327e-05,
41,355,11,2.38352458837e-05,
41,355,12,2.24918549065e-05,
41,355,13,2.09198060475e-05,
41,355,14,1.91765793716e-05,
41,355,15,1.76682278834e-05,
41,355,16,1.64348039107e-05,
41,355,17,1.53250530275e-05,
41,355,18,1.44542327689e-05,
41,355,19,1.38274708661e-05,
41,355,20,1.31552451421e-05,
41,355,21,1.23828549476e-05,
41,355,22,1.16036453619e-05,
41,355,23,1.09661223178e-05,
41,355,24,1.05187909867e-05,
41,355,25,1.01005616671e-05,
41,355,26,9.67686082731e-06,
41,355,27,9.33443061513e-06,
41,355,28,9.1700021585e-06,
41,355,29,8.98779126146e-06,
41,355,30,8.76119884197e-06,
41,355,31,8.65834135766e-06,
41,355,32,8.6759127953e-06,
41,355,33,8.66026584845e-06,
41,355,34,8.61456192069e-06,
41,355,35,8.68579536473e-06,
41,355,36,8.87643091119e-06,
41,355,37,9.00598479348e-06,
41,355,38,9.3117241704e-06,
41,355,39,9.80706499831e-06,
41,355,40,1.04117234514e-05,
41,355,41,1.10660557766e-05,
41,355,42,1.16381042972e-05,
41,355,43,1.22204392028e-05,
41,355,44,1.30628905026e-05,
41,355,45,1.40958873089e-05,
41,355,46,1.51818048835e-05,
41,355,47,1.62592332345e-05,
41,355,48,1.74903998413e-05,
41,355,49,1.87111563719e-05,
41,355,50,1.97519930225e-05,
41,355,51,2.06880267797e-05,
41,355,52,2.1737670977e-05,
41,355,53,2.29329580179e-05,
41,355,54,2.45573246502e-05,
41,355,55,2.68573912763e-05,
41,355,56,3.00156334561e-05,
41,355,57,3.33470052283e-05,
41,355,58,3.66814711015e-05,
41,355,59,3.9763890527e-05,
41,355,60,4.26226361014e-05,
41,355,61,4.65032389911e-05,
41,355,62,5.1078171964e-05,
41,355,63,5.79881489102e-05,
41,360,0,5.09035453433e-05,
41,360,1,5.46068004041e-05,
41,360,2,4.8063830036e-05,
41,360,3,4.4778600568e-05,
41,360,4,4.21997938247e-05,
41,360,5,3.96621035179e-05,
41,360,6,3.78497388738e-05,
41,360,7,3.58921934094e-05,
41,360,8,3.38896570611e-05,
41,360,9,3.1314935768e-05,
41,360,10,2.84940269921e-05,
41,360,11,2.62909979938e-05,
41,360,12,2.43898466579e-05,
41,360,13,2.25998664973e-05,
41,360,14,2.07329358091e-05,
41,360,15,1.89414549823e-05,
41,360,16,1.76943303813e-05,
41,360,17,1.68727947312e-05,
41,360,18,1.58163147717e-05,
41,360,19,1.46500487972e-05,
41,360,20,1.35852496896e-05,
41,360,21,1.2818036339e-05,
41,360,22,1.23452255139e-05,
41,360,23,1.15689281301e-05,
41,360,24,1.09145048555e-05,
41,360,25,1.03281281554e-05,
41,360,26,9.84905364021e-06,
41,360,27,9.4728611657e-06,
41,360,28,9.26414122659e-06,
41,360,29,9.15820419323e-06,
41,360,30,9.17242596188e-06,
41,360,31,9.19460308069e-06,
41,360,32,9.23659808905e-06,
41,360,33,9.51012316364e-06,
41,360,34,9.69112534221e-06,
41,360,35,9.89942509477e-06,
41,360,36,9.96791732177e-06,
41,360,37,1.00022707556e-05,
41,360,38,1.01998857645e-05,
41,360,39,1.05528406493e-05,
41,360,40,1.11237468445e-05,
41,360,41,1.17558811326e-05,
41,360,42,1.24367843455e-05,
41,360,43,1.32324103106e-05,
41,360,44,1.40776437547e-05,
41,360,45,1.50525893332e-05,
41,360,46,1.62313062901e-05,
41,360,47,1.7368571207e-05,
41,360,48,1.84953187272e-05,
41,360,49,1.99261612579e-05,
41,360,50,2.13177045225e-05,
41,360,51,2.25543826673e-05,
41,360,52,2.34350063693e-05,
